IDLicitacion;NombreLicitacion;Tipo;Estado;FechaPublicacion;Descripcion;Moneda;TipoPresupuesto;TipoMonto;MontoLicitacion;Organismo,,,,,,,,,,,,,,,,,,,,,,,,,
2358-32-L119;Adquisición de set de cocinillas;L1;Adjudicada a uno o varios proveedores;18/07/2019 16:39:22;La propuesta consiste en la  necesidad de adquisición de  Set de Cocinillas equipadas, para dar cumplimiento a Programa Prestaciones de Auxilio en situaciones de Emergencia, según solicitud de compra Nº 20  de Dirección de Desarrollo Comunitario-Depto. Social-Of. Asistencia Social y Auxilio. ;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;MUNICIPALIDAD DE TALCAHUANO,,,,,,,,,,,,,,,,,,,,,,,
855-20-LE19;REGULARIZACIÓN GAS INTERIOR  JUNJI MAGALLANES;LE;Adjudicada a uno o varios proveedores;09/07/2019 16:16:23;La Junta Nacional de Jardines Infantiles, en adelante La JUNJI, llama a los contratistas, personas naturales o jurídicas, especializadas en el rubro, a presentar sus ofertas para contratar la “REGULARIZACIÓN INSTALACIONES DE GAS INTERIOR PARA DEPENDENCIAS DE LA JUNTA NACIONAL DE JARDINES INFANTILES EN LAS COMUNAS DE PUNTA ARENAS, NATALES Y PORVENIR EN LA REGIÓN DE MAGALLANES Y ANTÁRTICA CHILENA AÑO 2019”.  La ejecución de los trabajos se materializará de acuerdo a las obras descritas en la Especificaciones Técnicas de la presente propuesta.;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;Junta Nacional de Jardines Infantiles - JUNJI,,,,,,,,,,,,,,,,,,,
3241-18-L119;SERVICIO DE REEMPLAZO DE CIRCUITO DE GAS EN VIVIENDA FISCAL JOSÉ GONZÁLEZ  N 1041 LAS NACIONES;L1;Adjudicada a uno o varios proveedores;30/05/2019 11:19:27;SERVICIO DE REEMPLAZO DE CIRCUITO DE GAS Y OBTENCIÓN DE CERTIFICACIÓN TC6  EN VIVIENDA FISCAL JOSÉ GONZÁLEZ  N° 1041 LAS NACIONES, DEPENDIENTE DEL DEPARTAMENTO BIENESTAR SOCIAL (M.);CLP;PUBLICADO;DISPONIBLE;1.428.000;ARMADA DE CHILE,,,,,,,,,,,,,,,,,,,,,,,,
5215-376-L119;BIPAP;L1;Adjudicada a uno o varios proveedores;13/06/2019 16:47:27;SC 470 - SP 1755  IDDOC 443649 N° DE CTA. 2152204013 SUC LA GRANJA  ;CLP;PUBLICADO;DISPONIBLE;4.000.000;ILUSTRE MUNICIPALIDAD DE LA GRANJA,,,,,,,,,,,,,,,,,,,,,,,,,
2952-23-L119;NITROGENO PARA BOTELLAS, SOLICITUD N°3-016/2019 Y 1-001/2019.;L1;Adjudicada a uno o varios proveedores;31/05/2019 09:31:23;NITROGENO PARA BOTELLAS, SEGÚN LO ESTIPULADO EN ANEXO A, DE BASES DE LICITACIÓN.;CLP;PUBLICADO;ESTIMADO;1.630.000;ARMADA DE CHILE,,,,,,,,,,,,,,,,,,,,,,
1036569-10-L119;Arriendo Caseta de Guardia para el Gobierno Regional de Ñuble;L1;Adjudicada a uno o varios proveedores;10/07/2019 16:00:58;Para mejorar las condiciones de seguridad del Gobierno Regional de Ñuble, se requiere el arriendo de una caseta de seguridad de acuerdo a especificaciones.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Gobierno Regional de Ñuble,,,,,,,,,,,,,,,,,,,,,,,,
3922-13-L119;SUMINISTRO DE HORNOS DOBLE CAMARA;L1;Adjudicada a uno o varios proveedores;04/07/2019 12:33:29;LA NECESIDAD DE ADQUIRIR HORNOS A GAS DOBLE CÁMARA PARA SER IMPLEMENTADOS TALLER DE GASTRONOMÍA DE LICEO POLITÉCNICO DE VILLARRICA. OFICIO Nº 186 SOLICITUD 1 FONDOS SUBVENCIÓN GRAL/DAEM;CLP;PUBLICADO;DISPONIBLE;1.600.000;Ilustre Municipalidad de Villarrica,,,,,,,,,,,,,,,,,,,,,,,,,
3563-32-L119;REPARACION COMPRESOR DE AIRE MEDICO-DENTAL;L1;Adjudicada a uno o varios proveedores;18/06/2019 13:38:05;SE SOLICITA LOS SERVICIOS TÉCNICOS PARA LA MANTENCION CORRECTIVA REPARACIÓN DE COMPRESOR MEDICO-DENTAL  MARCA AMICO  modelo: ASCDD- 120P- TH- N, 2013.;CLP;PUBLICADO;ESTIMADO;1.999.500;ILUSTRE MUNICIPALIDAD TEODORO SCHMIDT,,,,,,,,,,,,,,,,,,,,,,,,
3533-7-L119;Mantenimiento y reparación del sistema electrico del picadero y reposicion de malla tierra de los pabellones de soltero de la unidad ;L1;Adjudicada a uno o varios proveedores;17/06/2019 16:02:18;Mantenimiento y reparación del sistema electrico del picadero y reposicion de malla tierra de los pabellones de soltero de la unidad ;CLP;PUBLICADO;DISPONIBLE;4.000.000;Ejército de Chile,,,,,,,,,,,,,,,,,,,,,,,,,
3201-34-L119;PROVISIÓN E INSTALACIÓN CALEFACTORES ANDRÉS BELLO;L1;Adjudicada a uno o varios proveedores;24/06/2019 19:52:38;PROVISIÓN E INSTALACIÓN DE CALEFACTORES A GAS TIRO BALANCEADO, LICEO ANDRÉS BELLO  ESPECIFICACIONES TÉCNICAS Y BASES ADJUNTAS;CLP;PUBLICADO;DISPONIBLE;3.300.000;Ilustre Municipalidad de Loncoche,,,,,,,,,,,,,,,,,,,,,,,,
2018-17-L119;Adquisición de repuestos y materiales para equipos asignados control de fauna ;L1;Adjudicada a uno o varios proveedores;27/05/2019 14:49:06;Adquisición de repuestos y materiales para equipos asignados control de fauna (regulador para cañon marca Zon) ;CLP;PUBLICADO;ESTIMADO;750.000;Dirección General de Aeronáutica Civil,,,,,,,,,,,,,,,,,,,,,,,,,
2704-67-L119;PROVISIÓN E INSTALACIÓN  DE 2 CALEFONT (SC 954);L1;Adjudicada a uno o varios proveedores;23/04/2019 09:40:20;2 calefont ionizado merlin n° 16 a gas de alta potencia;CLP;PUBLICADO;ESTIMADO;1.500.000;Universidad del Bío-Bío,,,,,,,,,,,,,,,,,,,,,,,,,
5067-79-L119;Servicio de Arbitraje Campenato de Kárate;L1;Adjudicada a uno o varios proveedores;14/05/2019 18:02:10;Servicio de Arbitraje en el marco del campeonato de la Copa Cachorro 2019.;CLP;PUBLICADO;DISPONIBLE;1.650.000;Universidad de Santiago de Chile,,,,,,,,,,,,,,,,,,,,,,,,,
3367-5-L119;Adquisición de calentadores para el Regimiento Logistico N°5 Magallanes;L1;Adjudicada a uno o varios proveedores;06/05/2019 11:16:54;La necesidad de adquirir 07 (siete) calentadores de 25.000 BTU a gas natural para las dependencias del Regimiento Logístico N°5 Magallanes.;CLP;PUBLICADO;DISPONIBLE;2.000.000;Ejército de Chile,,,,,,,,,,,,,,,,,,,,,,,,,
1658-243-L119;S44/2019/FINANZAS/PROVISION E INSTALACION DE AIRE ACONDICIONADO DE 12000 BTU OFICINA JUEZ PRIMER JUZGADO POLICIA LOCAL;L1;Adjudicada a uno o varios proveedores;18/04/2019 09:57:02;S44/2019/FINANZAS/PROVISION E INSTALACION DE AIRE ACONDICIONADO DE 12000 BTU OFICINA JUEZ PRIMER JUZGADO POLICIA LOCAL;CLP;PUBLICADO;ESTIMADO;950.000;Municipalidad de Temuco,,,,,,,,,,,,,,,,,,,,,,,,,
1641-54-LE19;RCV- ARRIENDO. EQ. LÁSER LITOTRIPSIA EXTRACORPÓREA;LE;Adjudicada a uno o varios proveedores;02/04/2019 16:25:09;SERVICIO DE ARRIENDO DE EQUIPOS PARA REALIZAR LITOTRIPSIA EXTRACORPOREA  INCLUYE UN OPERADOR CALIFICADO  SEGUN DETALLE DE BASES;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;Hospital San Juan de Dios,,,,,,,,,,,,,,,,,,,,,,,,,
2273-415-L119;CONCENTRADOR DE OXIGENO DC 1555 CPM;L1;Adjudicada a uno o varios proveedores;18/07/2019 15:26:13;SOLICITADO POR DIGA;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;I. MUNICIPALIDAD DE LA PINTANA,,,,,,,,,,,,,,,,,,,,,,,,,
3651-77-LE19;C.S OXIGENO MEDICINAL Y AIRE COMPRIMIDO;LE;Adjudicada a uno o varios proveedores;26/07/2019 17:06:43;CONTRATO SUMINISTRO OXIGENO MEDICINAL Y AIRE COMPRIMIDO;CLP;PUBLICADO;DISPONIBLE;6.000.000;Ilustre Municipalidad de Quilleco,,,,,,,,,,,,,,,,,,,,,,,,,
2703-191-L119;SC 7224, adquisición de Compresor de aire;L1;Adjudicada a uno o varios proveedores;04/07/2019 15:54:13;SC 7224, adquisición de Compresor de aire;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;I. MUNICIPALIDAD DE TALAGANTE,,,,,,,,,,,,,,,,,,,,,,,
1193-35-L119;MANTENCIÓN Y/O REPARACIÓN DE ESTUFAS A GAS LICUADO DE RESIDENCIA DEPORTIVA CAR;L1;Adjudicada a uno o varios proveedores;31/05/2019 16:22:00;MANTENCIÓN Y/O REPARACIÓN DE ESTUFAS A GAS LICUADO DE RESIDENCIA DEPORTIVA CAR;CLP;PUBLICADO;DISPONIBLE;1.300.000;Instituto Nacional de Deportes de Chile,,,,,,,,,,,,,,,,,,,,,,,,,
"1066111-5-L119;CDP CALAMA MANTENCION DE MARMITAS EN TERRENO;L1;Adjudicada a uno o varios proveedores;31/05/2019 10:01:46;Facturar:	Gendarmería de Chile Prisión de Calama	 Rut:		61.004.005-5 Dirección:	Granaderos 2107 Calama Giro:		Servicio Publico Despacho: 	Granaderos 2107 Calama ;CLP;PUBLICADO;DISPONIBLE;1.648.400;Gendarmería de Chile",,,,,,,,,,,,,,,,,,,,,,,,,
3082-27-LP19;DISEÑO REPOSICIÓN CUARTEL 6° COMPAÑÍA DE BOMBERO DE PANQUEHUE;LP;Adjudicada a uno o varios proveedores;10/05/2019 15:34:00;DISEÑO REPOSICIÓN CUARTEL 6° COMPAÑÍA DE BOMBERO DE PANQUEHUE;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;Municipalidad de Panquehue,,,,,,,,,,,,,,,,,,,,,,,,,
"564162-59-L119;Adquisición de Gases. Proyecto Basal CEDENNA FB0807. VRIDEI		;L1;Adjudicada a uno o varios proveedores;22/04/2019 09:46:00;Adquisición de Gases en el marco del Proyecto Basal CEDENNA FB0807 de la VRIDEI	",según la solicitud Nº40871-40858;CLP;PUBLICADO;DISPONIBLE;999.000;Universidad de Santiago de Chile,,,,,,,,,,,,,,,,,,,,,,,,
1698-21-L119;Servicio de Reposición Motores de Portones Eléctricos en Juzgado de Garantía de Coquimbo, Juzgado de Garantía de Illapel;L1;Adjudicada a uno o varios proveedores;04/06/2019 08:02:29;Servicio de Reposición Motores de Portones Eléctricos en Juzgado de Garantía de Coquimbo, Juzgado de Garantía de Illapel;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Corporacion Administrativa del Poder Judicial,,,,,,,,,,,,,,,,,,,,,,,
705291-32-LE19;SUMINISTRO OXIDO NITRICO PARA PACIENTES ;LE;Adjudicada a uno o varios proveedores;20/06/2019 11:37:39;El objetivo de la contrataciones contar con el suministro óxido nítrico para pacientes neonatológicos, pediátricos Y UPC adulto para este establecimiento hospitalario.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;Hospital Dr. Felix Bulnes Cerda,,,,,,,,,,,,,,,,,,,,,,,,
1057428-17-L119;Desarme, retiro de escombros y reposición de panderetas a modo de seguridad.;L1;Adjudicada a uno o varios proveedores;23/07/2019 15:41:47;Desarme, retiro de escombros y reposición de panderetas a modo de seguridad perimetral del Hospital San Agustín de Florida  ;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Hospital Florida,,,,,,,,,,,,,,,,,,,,,,,
2422-344-LE19;SOL. 930624, VARIOS HOGAR.;LE;Adjudicada a uno o varios proveedores;09/07/2019 11:27:00;NECESIDAD DE SERVICIO, IMPLEMENTACIONES PARA CLUBES DE ADULTO MAYOR.;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;MUNICIPALIDAD DE PUENTE ALTO,,,,,,,,,,,,,,,,,,,,,,,
5215-171-R119;ESTUFA DE PATIO A GAS;L1;Adjudicada a uno o varios proveedores;15/03/2019 10:57:27;SC 133 - SP 536  IDDOC  426868 N° DE CTA. 2152204013 UNIDAD DE SALUD ESCOLAR;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;ILUSTRE MUNICIPALIDAD DE LA GRANJA,,,,,,,,,,,,,,,,,,,,,,,,,
848-15-LE19;Servicio de Mantención y Reparación de Estufas;LE;Adjudicada a uno o varios proveedores;13/05/2019 10:48:20;Servicio de mantención y reparación de estufas a gas pertenecientes a  jardines infantiles, junji, Región del Maule.;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;Junta Nacional de Jardines Infantiles - JUNJI,,,,,,,,,,,,,,,,,,,,,,,
3747-7-L119;OXIGENO MEDICINAL Y ARRIENDO DE TUBOS.;L1;Adjudicada a uno o varios proveedores;15/04/2019 15:11:00;OXIGENO MEDICINAL Y ARRIENDO DE TUBOS DE LOS ESTABLECIMIENTOS DE SALUD DE LA COMUNA. ;CLP;PUBLICADO;DISPONIBLE;4.000.000;Ilustre Municipalidad de San Ignacio,,,,,,,,,,,,,,,,,,,,,,,,,
2328-60-L119;REPOSICION EQUIPOS A GAS COCINA, ESCUELA MIRAMAR/DAEM 9393;L1;Adjudicada a uno o varios proveedores;22/03/2019 11:05:26;REPOSICION EQUIPOS A GAS COCINA, ESCUELA MIRAMAR/DAEM 9393;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;Municipalidad de Puerto Montt,,,,,,,,,,,,,,,,,,,,,,,
1411-24-LE19;GAS SOLDADURA MIG C.E.T COLINA I.;LE;Adjudicada a uno o varios proveedores;15/04/2019 10:57:40;PARA EL BUEN FUNCIONAMIENTO DEL C.E.T COLINA I.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;Gendarmería de Chile,,,,,,,,,,,,,,,,,,,,,,,,,
602-91-L119;Servicio de horas Profesional Electricista 2° llamado;L1;Adjudicada a uno o varios proveedores;04/06/2019 17:28:20;La necesidad de adquirir Servicio de horas Profesional Electricista. ;CLP;PUBLICADO;ESTIMADO;1.500.000;I. Municipalidad de Río Negro,,,,,,,,,,,,,,,,,,,,,,,,,
5586-422-L119;M/C SISTEMA DE ADQUISICIÓN DE DATOS;L1;Adjudicada a uno o varios proveedores;08/08/2019 16:57:18;SISTEMA DE ADQUISICIÓN DE DATOS, SEGÚN DETALLES;CLP;PUBLICADO;DISPONIBLE;3.499.999;Universidad de la Frontera,,,,,,,,,,,,,,,,,,,,,,,,
2961-353-R119;ESTUFAS A GAS  CILINDROS DE 11  A 15 KILOS;L1;Adjudicada a uno o varios proveedores;02/07/2019 11:33:25;SM  67 SP  1906  MSM/IDDOC  445173 CUENTA PRESUPUESTARIA N°1140513024;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;ILUSTRE MUNICIPALIDAD DE LA GRANJA,,,,,,,,,,,,,,,,,,,,,,,,,
2583-312-L119;S/P 575 ADQUISICIÓN DE HORNO INDUSTRIAL D.A.F DEP. DE BIENESTAR CASINO SBN;L1;Adjudicada a uno o varios proveedores;11/06/2019 16:36:23;ADQUISICIÓN DE HORNO INDUSTRIAL HP-2 INOX ( LINEA FAMAVA O EQUIVALENTE ) INCLUIR TRANSPORTE Y CONEXIÓN  A CAÑERIA  RED DE  GAS  Y PRUEBA DE FUNCIONAMIENTO ;CLP;PUBLICADO;ESTIMADO;1.550.000;ILUSTRE MUNICIPALIDAD DE MAIPU,,,,,,,,,,,,,,,,,,,,,,,,,
1660-107-L119;EJERCITADOR RESPIRATORIO RHB PULMONAR ;L1;Adjudicada a uno o varios proveedores;06/06/2019 10:50:19;20 VÁLVULAS THRESHOLD IMT (VÁLVULA UNIDIRECCIONAL DE FLUJO PARA EL ENTRENAMIENTO DE LA MUSCULATURA INSPIRATORIA, CON AJUSTE DE PRESIÓN AJUSTABLE EN CM H20). ;CLP;PUBLICADO;DISPONIBLE;800.000;Hospital de Salamanca,,,,,,,,,,,,,,,,,,,,,,,,
4041-22-L119;COCINA A GAS INTERNADO ESCUELA BASICA FRESIA -FAEP;L1;Adjudicada a uno o varios proveedores;25/06/2019 16:00:01;QUE SE DEBE REALIZAR COMPRA DE COCINA A GAS DESTINADA A INTERNADO ESCUELA BASICA FRESIA, SEGUN ORD N 16, CON CARGO A LA CUENTA 2152904006 Mobiliario y Otros Faep;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;Ilustre Municipalidad de Fresia,,,,,,,,,,,,,,,,,,,,,,,
2026-39-LR19;LÁMPARAS Y COLUMNAS DE PABELLÓN HBQP;LR;Adjudicada a uno o varios proveedores;20/03/2019 14:24:00;LÁMPARAS Y COLUMNAS DE PABELLÓN HBQP;CLP;PUBLICADO;ESTIMADO;253.800.000;Servicio de Salud Viña del Mar - Quillota,,,,,,,,,,,,,,,,,,,,,,,,,
2377-337-L119;ESTUFAS A GAS LICUADO PARA CILINDRO DE 5 KILOS S/P 1349;L1;Adjudicada a uno o varios proveedores;09/07/2019 17:26:29;PARA EJECUCIÓN DE PROGRAMA ENTREGA DE BENEFICIOS HABITABILIDAD  S/P 1349;CLP;PUBLICADO;ESTIMADO;800.000;MUNICIPALIDAD DE LA FLORIDA,,,,,,,,,,,,,,,,,,,,,,,,,
1402-37-LE19;PROVISION E INSTALACION HORNO DE PISO PARA EL CET;LE;Adjudicada a uno o varios proveedores;12/07/2019 12:06:00;Aumentar la capacidad de producción en la panadería del Cet a través de la adquisición de un horno de piso a gas licuado, conllevando a aumentar los cupos laborales en esta área de producción;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;Gendarmería de Chile,,,,,,,,,,,,,,,,,,,,,,,,
838794-7-LE19;LE LEVANTAMIENTO ELÉCTRICO Y CONFECCIÓN DE BASES;LE;Adjudicada a uno o varios proveedores;11/07/2019 09:59:00;LA NECESIDAD DE CONTRATAR EL SERVICIO DE LEVANTAMIENTO ELÉCTRICO DE CORRIENTES FUERTES DE CAPS VILLA ALEMANA Y CONFECCIÓN DE BASES TÉCNICAS ;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;ARMADA DE CHILE,,,,,,,,,,,,,,,,,,,,,,,,,
2314-22-L119;ADQUISICION DE CILINDROS DE GAS DECRETO 1303-299;L1;Adjudicada a uno o varios proveedores;30/07/2019 13:03:00;SUBVENCION GENERAL DAEM ;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I. MUNICIPALIDAD DE LA PINTANA,,,,,,,,,,,,,,,,,,,,,,,,,
2098-26-LE19;CONVENIO OXÍGENO Y GASES CLÍNICOS;LE;Adjudicada a uno o varios proveedores;10/06/2019 16:14:00;SE REQUIERE ADQUIRIR CONVENIO OXÍGENO Y GASES CLÍNICOS PARA EL HOSPITAL DE CURANILAHUE;CLP;PUBLICADO;DISPONIBLE;47.600.000;Hospital Curanilahue,,,,,,,,,,,,,,,,,,,,,,,,,
2422-239-L119;SOL. 930373, CAMBIO VALVULAS CAMION LIMPIA FOSAS;L1;Adjudicada a uno o varios proveedores;25/04/2019 10:40:51;NECESIDAD DE SERVICIO. PARA CAMIÓN LIMPIA FOSAS.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;MUNICIPALIDAD DE PUENTE ALTO,,,,,,,,,,,,,,,,,,,,,,,,
1641-77-LE19;RCV - SERV. OXIDO NITRICO PAC. NEO Y PEDIATRICOS;LE;Adjudicada a uno o varios proveedores;22/04/2019 12:36:24;SERVICIOS DE SUMINISTRO ÓXIDO NÍTRICO PARA PACIENTES NEONATOLOGICOS Y PEDIÁTRICOS  SEGUN DETALLE DE BASES;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;Hospital San Juan de Dios,,,,,,,,,,,,,,,,,,,,,,,,,
2297-142-L119;ADQUISICION DE BATIDORA MULTIFUNCIONAL, HORNO ELECTRICO,REFRIGERADOR,COCINA A GAS.;L1;Adjudicada a uno o varios proveedores;17/05/2019 11:49:44;ADQUISICION DE BATIDORA MULTIFUNCIONAL, HORNO ELECTRICO,REFRIGERADOR,COCINA A GAS.PROG.MAS CAPAZ.P.4880.IDOC 1026159.(jmr);CLP;PUBLICADO;DISPONIBLE;4.200.000;ILUSTRE MUNICIPALIDAD DE OSORNO,,,,,,,,,,,,,,,,,,,
759916-4-LE19;Recarga de Oxigeno CESFAM A.;LE;Adjudicada a uno o varios proveedores;13/06/2019 11:06:00;Oxigeno médico para las labores del CESFAM A;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;Servicio de Salud Metropolitano Occidente,,,,,,,,,,,,,,,,,,,,,,,,,
4594-29-LE19;SUMINISTRO  GASES CLÍNICOS Y ARRIENDO DE CILINDROS;LE;Adjudicada a uno o varios proveedores;18/07/2019 10:42:00;NECESIDAD QUE TIENE EL DEPARTAMENTO DE SALUD DE  CONTAR CON SUMINISTRO DE GASES CLÍNICOS Y ARRIENDO DE CILINDROS DE OXIGENO, DESTINADOS AL ABASTECIMIENTO DE SUS ESTABLECIMIENTOS.;CLP;PUBLICADO;DISPONIBLE;9.000.000;Ilustre Municipalidad de Coihueco,,,,,,,,,,,,,,,,,,,,,,,,
1658-434-L119;S.158-19/ASEO/ADQ.FOSA SÉPTICA Y TUBERIA FLEXADREN P/INSTALACIÓN EN CANIL MUNICIPAL;L1;Adjudicada a uno o varios proveedores;26/06/2019 12:00:49;S.158-19/ASEO/ADQ.FOSA SÉPTICA Y TUBERIA FLEXADREN P/INSTALACIÓN EN CANIL MUNICIPAL;CLP;PUBLICADO;ESTIMADO;1.300.000;Municipalidad de Temuco,,,,,,,,,,,,,,,,,,,,,,,,,
1729-99-L119;DETECTOR DE GAS;L1;Adjudicada a uno o varios proveedores;20/06/2019 13:46:28;QUE SE NECESITA ADQUIRIR DOS INSTRUMENTOS DETECTORES DE GAS SEGUN DECRETO ALCALDICIO N 2003 QUE APRUEBA  Y AUTORIZA  BASES TECNICAS Y ADMINISTRATIVAS,  NOMBRA  COMISION DE EVALUACION Y PROPOSICION DE ADJUDICACION DE LAS OFERTAS Y LLAMA A LICITACION PUBLICA;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Ilustre Municipalidad de Tierra Amarilla,,,,,,,,,,,,,,,,,,,,,,,,
3085-60-L119;CALEFONT 13 LTS.;L1;Adjudicada a uno o varios proveedores;02/07/2019 11:59:36;ADQUISICIÓN DE CALEFONT DE 13 LITROS PARA LAS POBLACIONES FISCALES;CLP;PUBLICADO;DISPONIBLE;1.660.000;ARMADA DE CHILE,,,,,,,,,,,,,,,,,,,,,,,,,
5061-98-L119;S471 Suministro de gases clínicos para Depto de Salud Municipal;L1;Adjudicada a uno o varios proveedores;03/07/2019 18:39:38;S471 Suministro de gases clínicos y servicio de arriendo de cilindros para Depto de Salud Municipal.;CLP;PUBLICADO;ESTIMADO;4.800.000;Municipalidad de Temuco,,,,,,,,,,,,,,,,,,,,,,,,,
2445-28-L119;ADQUISICION CALEFACTORES AMBIENTALES DEPTO. SALUD;L1;Adjudicada a uno o varios proveedores;16/04/2019 10:22:39;ADQUISICION CALEFACTORES AMBIENTALES DEPTO. SALUD (sol pedido 2782);CLP;PUBLICADO;ESTIMADO;4.458.781;I.Municipalidad de Curicó,,,,,,,,,,,,,,,,,,,,,,,,,
4037-71-L119;ESTUFA DE PATIO;L1;Adjudicada a uno o varios proveedores;18/06/2019 15:20:57;ESTUFA DE PATIO A GAS MODELO ECO 2200 SEGÚN CARACTERÍSTICAS ADJUNTAS.;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;Ilustre Municipalidad de Fresia,,,,,,,,,,,,,,,,,,,,,,,,,
3533-17-LE19;Contratacion de servicio de pozos profundos;LE;Adjudicada a uno o varios proveedores;12/08/2019 18:38:26;Contratación de servicio de mantenimiento, limpieza y repración Pozos Profundos de esta Unidad Regimentaria.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;Ejército de Chile,,,,,,,,,,,,,,,,,,,,,,,,
3460-26-L119;MANTENIMIENTO PREVENTIVO DE CALDERAS DE CALEFACCIÓN A GAS LICUADO;L1;Adjudicada a uno o varios proveedores;20/08/2019 11:24:00;REALIZAR EL MANTENIMIENTO DE LAS DOS CALDERAS A GAS LICUADO DE LOS CASINOS DE LA UNIDAD;CLP;PUBLICADO;DISPONIBLE;1.500.000;Ejército de Chile,,,,,,,,,,,,,,,,,,,,,,,,,
2961-353-L119;ESTUFAS A GAS  CILINDROS DE 11  A 15 KILOS - Readjudicada en Id 2961-353-R119;L1;Adjudicada a uno o varios proveedores;02/07/2019 11:33:25;SM  67 SP  1906  MSM/IDDOC  445173 CUENTA PRESUPUESTARIA N°1140513024;CLP;PUBLICADO;DISPONIBLE;150.000;ILUSTRE MUNICIPALIDAD DE LA GRANJA,,,,,,,,,,,,,,,,,,,,,,,,,
2659-188-L119;PTR N°503 ADQUISICION CPAP COMPLETO;L1;Adjudicada a uno o varios proveedores;07/08/2019 10:20:22;ADQUISICIÓN DE UN CPAP HIPOAPNEA OBSTRUCTIVA DEL SUEÑO COMPLETO MASCARILLA, TUBO CORRUGADO, FILTRO DE AIRE PARA PROGRAMA PLAN ASISTENCIAL.;CLP;NO PUBLICADO;DISPONIBLE;Menor a 100 UTM;MUNICIPALIDAD DE VITACURA,,,,,,,,,,,,,,,,,,,,,,,
2287-157-L119;AGUA SIN GAS, SANDWICH, YOGHURT, FRUTAS;L1;Adjudicada a uno o varios proveedores;22/07/2019 09:26:56;SOL N°741 (15.07.19 ) DIDECO- CULTURA;CLP;PUBLICADO;DISPONIBLE;1.250.000;I.MUNICIPALIDAD DE MACUL,,,,,,,,,,,,,,,,,,,,,,
2682-110-L119;CILINDRO DE OXIGENO;L1;Adjudicada a uno o varios proveedores;17/07/2019 15:03:23;ADQUISICIÓN DE CILINDROS DE OXIGENO PARA CENTROS DE SALUD;CLP;NO PUBLICADO;ESTIMADO;Menor a 100 UTM;I. MUNICIPALIDAD DE INDEPENDENCIA,,,,,,,,,,,,,,,,,,,,,,,,,
607-149-LE19;DISEÑO SISTEMA DE CONTENCIÓN Y CONTROL DE EROSION;LE;Adjudicada a uno o varios proveedores;04/07/2019 16:33:00;DISEÑO SISTEMA DE CONTENCIÓN Y CONTROL DE EROSION EN TALUDES Y LADERAS, CAMINO DE SERVICIO ZOOLÓGICO NACIONAL, PARQUEMET;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;Parque Metropolitano de Santiago,,,,,,,,,,,,,,,,,,,,,,,
3444-6-L119;Servicio de reparación de cañería matriz de agua dura ;L1;Adjudicada a uno o varios proveedores;29/05/2019 17:46:37;Servicio de reparación de cañería matriz de agua dura del Regimiento Logistico del  Ejercito N°2  Arsenales de Guerra;CLP;PUBLICADO;DISPONIBLE;1.487.500;Ejército de Chile,,,,,,,,,,,,,,,,,,,,,,,,,
3021-60-LE19;D-684 SEP Y MANTENCION, SEGUNDO LLAMADO CONTRATACIÓN DE SERVICIO Y HABILITACIÓN DE CALEFACTORES NUEVOS A GAS, ORD.208 JEFE DEM;LE;Adjudicada a uno o varios proveedores;22/05/2019 17:12:00;CONTRATACIÓN DE SERVICIOS DE CAMBIO DE CALEFACTORES DE LA ESCUELA BALDOMERO LILLO  D-684;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;MUNICIPALIDAD DE LOTA,,,,,,,,,,,,,,,,,,,,,,,
